hour,day_of_week,is_weekend,ping_avg_rtt_ms_lag_1,ping_avg_rtt_ms_lag_2,ping_avg_rtt_ms_lag_3,ping_avg_rtt_ms_lag_4,download_lag_1,upload_lag_1,jitter_lag_1,weather_code,target
20,0,0,33.72,29.12,34.42,28.34,161.77,35.66,6.27,0.0,26.28
21,0,0,31.22,33.72,29.12,34.42,111.96,29.23,3.65,0.0,28.84
21,0,0,26.28,31.22,33.72,29.12,305.9,36.56,3.27,0.0,28.08
21,0,0,28.84,26.28,31.22,33.72,325.67,43.73,5.65,0.0,32.28
21,0,0,28.08,28.84,26.28,31.22,242.46,21.35,3.41,0.0,27.94
22,0,0,32.28,28.08,28.84,26.28,279.75,49.59,4.65,0.0,34.9
22,0,0,27.94,32.28,28.08,28.84,291.69,40.21,3.22,0.0,26.26
22,0,0,34.9,27.94,32.28,28.08,180.33,51.05,15.71,0.0,27.66
22,0,0,26.26,34.9,27.94,32.28,265.47,44.46,3.27,0.0,26.92
23,0,0,27.66,26.26,34.9,27.94,122.1,34.12,3.8,0.0,26.44
23,0,0,26.92,27.66,26.26,34.9,178.11,23.44,2.86,0.0,26.52
23,0,0,26.44,26.92,27.66,26.26,263.85,34.84,3.2,0.0,25.68
23,0,0,26.52,26.44,26.92,27.66,159.86,39.61,5.61,0.0,30.72
0,1,0,25.68,26.52,26.44,26.92,277.72,23.0,3.24,1.0,29.32
0,1,0,30.72,25.68,26.52,26.44,370.56,5.21,4.29,1.0,25.02
0,1,0,29.32,30.72,25.68,26.52,185.78,36.35,5.22,1.0,29.8
0,1,0,25.02,29.32,30.72,25.68,361.52,40.71,3.76,1.0,24.62
1,1,0,29.8,25.02,29.32,30.72,209.69,36.18,4.96,2.0,47.3
1,1,0,24.62,29.8,25.02,29.32,260.81,50.3,3.69,2.0,24.82
1,1,0,47.3,24.62,29.8,25.02,263.47,35.38,5.69,2.0,31.7
1,1,0,24.82,47.3,24.62,29.8,344.95,42.07,2.63,2.0,24.56
2,1,0,31.7,24.82,47.3,24.62,319.58,39.59,4.2,2.0,26.38
2,1,0,24.56,31.7,24.82,47.3,280.99,37.79,3.02,2.0,32.82
2,1,0,26.38,24.56,31.7,24.82,218.29,53.53,4.76,2.0,25.22
2,1,0,32.82,26.38,24.56,31.7,321.73,19.73,8.94,2.0,27.4
3,1,0,25.22,32.82,26.38,24.56,323.33,41.9,3.92,2.0,27.82
3,1,0,27.4,25.22,32.82,26.38,215.83,20.31,6.59,2.0,28.52
3,1,0,27.82,27.4,25.22,32.82,324.85,34.74,5.02,2.0,23.72
3,1,0,28.52,27.82,27.4,25.22,269.24,25.41,5.8,2.0,32.64
4,1,0,23.72,28.52,27.82,27.4,164.15,41.62,2.39,2.0,33.88
4,1,0,32.64,23.72,28.52,27.82,297.12,38.39,6.27,2.0,30.34
4,1,0,33.88,32.64,23.72,28.52,241.75,25.78,6.18,2.0,30.84
4,1,0,30.34,33.88,32.64,23.72,164.73,48.2,5.18,2.0,26.84
5,1,0,30.84,30.34,33.88,32.64,319.37,24.25,5.35,1.0,27.4
5,1,0,26.84,30.84,30.34,33.88,138.26,42.7,3.02,1.0,27.32
5,1,0,27.4,26.84,30.84,30.34,265.15,16.57,4.45,1.0,26.96
5,1,0,27.32,27.4,26.84,30.84,98.06,35.69,5.33,1.0,28.36
6,1,0,26.96,27.32,27.4,26.84,388.91,41.1,3.65,1.0,24.16
6,1,0,28.36,26.96,27.32,27.4,322.55,40.22,5.63,1.0,26.24
6,1,0,24.16,28.36,26.96,27.32,310.27,42.84,3.37,1.0,37.54
6,1,0,26.24,24.16,28.36,26.96,169.19,48.07,3.94,1.0,26.86
7,1,0,37.54,26.24,24.16,28.36,247.94,27.63,3.63,1.0,26.44
7,1,0,26.86,37.54,26.24,24.16,337.18,49.13,4.47,1.0,28.44
7,1,0,26.44,26.86,37.54,26.24,158.05,49.51,4.45,1.0,31.64
7,1,0,28.44,26.44,26.86,37.54,163.97,46.23,7.0,1.0,34.1
8,1,0,31.64,28.44,26.44,26.86,102.94,14.33,5.9,1.0,28.48
8,1,0,34.1,31.64,28.44,26.44,108.77,39.35,8.29,0.0,30.62
8,1,0,28.48,34.1,31.64,28.44,129.12,24.15,4.22,0.0,28.16
8,1,0,30.62,28.48,34.1,31.64,176.09,36.21,3.49,0.0,31.24
9,1,0,28.16,30.62,28.48,34.1,331.1,13.83,3.76,0.0,34.94
9,1,0,31.24,28.16,30.62,28.48,87.9,28.77,7.22,0.0,29.5
9,1,0,34.94,31.24,28.16,30.62,316.74,37.32,10.96,0.0,31.8
9,1,0,29.5,34.94,31.24,28.16,146.91,39.46,6.22,0.0,27.08
10,1,0,31.8,29.5,34.94,31.24,115.94,30.6,8.27,2.0,28.96
10,1,0,27.08,31.8,29.5,34.94,384.29,52.47,3.55,2.0,26.66
10,1,0,28.96,27.08,31.8,29.5,260.09,20.34,3.1,2.0,25.96
10,1,0,26.66,28.96,27.08,31.8,188.43,23.04,5.2,2.0,27.82
11,1,0,25.96,26.66,28.96,27.08,207.83,48.56,4.39,1.0,25.88
11,1,0,27.82,25.96,26.66,28.96,152.08,32.07,4.43,1.0,28.56
11,1,0,25.88,27.82,25.96,26.66,193.72,8.86,4.39,1.0,29.08
11,1,0,28.56,25.88,27.82,25.96,316.52,39.91,6.45,1.0,26.92
12,1,0,29.08,28.56,25.88,27.82,246.91,36.41,5.06,1.0,26.86
12,1,0,26.92,29.08,28.56,25.88,149.14,40.77,3.53,1.0,29.66
12,1,0,26.86,26.92,29.08,28.56,375.82,42.39,5.24,1.0,27.18
12,1,0,29.66,26.86,26.92,29.08,283.69,27.29,4.98,1.0,26.72
13,1,0,27.18,29.66,26.86,26.92,256.39,36.43,3.86,1.0,28.14
13,1,0,26.72,27.18,29.66,26.86,251.93,8.1,3.71,1.0,35.64
13,1,0,28.14,26.72,27.18,29.66,233.05,33.61,4.47,1.0,30.14
13,1,0,35.64,28.14,26.72,27.18,200.92,32.35,6.98,0.0,28.72
14,1,0,30.14,35.64,28.14,26.72,84.81,31.09,6.0,1.0,28.88
14,1,0,28.72,30.14,35.64,28.14,264.37,39.56,6.84,1.0,35.06
14,1,0,28.88,28.72,30.14,35.64,325.69,51.98,4.92,1.0,33.72
14,1,0,35.06,28.88,28.72,30.14,187.86,31.89,3.96,1.0,29.56
15,1,0,33.72,35.06,28.88,28.72,113.92,26.6,4.47,1.0,25.7
15,1,0,29.56,33.72,35.06,28.88,364.78,39.66,7.41,1.0,37.08
15,1,0,25.7,29.56,33.72,35.06,173.6,33.11,3.18,1.0,36.42
15,1,0,37.08,25.7,29.56,33.72,151.04,23.8,7.76,1.0,38.54
16,1,0,36.42,37.08,25.7,29.56,288.81,37.31,12.43,1.0,30.22
17,1,0,38.54,36.42,37.08,25.7,299.41,24.97,17.78,1.0,23.72
17,1,0,30.22,38.54,36.42,37.08,196.29,51.79,3.82,1.0,29.1
17,1,0,23.72,30.22,38.54,36.42,259.93,32.34,2.43,1.0,36.62
18,1,0,29.1,23.72,30.22,38.54,281.11,26.57,5.37,1.0,27.32
18,1,0,36.62,29.1,23.72,30.22,356.25,47.53,7.43,1.0,26.1
18,1,0,27.32,36.62,29.1,23.72,283.97,49.43,4.9,1.0,27.94
18,1,0,26.1,27.32,36.62,29.1,316.36,38.25,5.27,1.0,25.1
19,1,0,27.94,26.1,27.32,36.62,245.22,36.21,5.1,1.0,25.38
19,1,0,25.1,27.94,26.1,27.32,316.01,54.03,2.9,1.0,25.82
19,1,0,25.38,25.1,27.94,26.1,273.34,32.01,4.27,1.0,34.62
19,1,0,25.82,25.38,25.1,27.94,172.6,33.94,4.2,1.0,25.82
20,1,0,34.62,25.82,25.38,25.1,206.21,32.11,7.31,2.0,29.22
20,1,0,25.82,34.62,25.82,25.38,217.27,32.97,5.69,2.0,29.86
20,1,0,29.22,25.82,34.62,25.82,140.82,34.8,6.43,2.0,24.94
20,1,0,29.86,29.22,25.82,34.62,305.17,34.78,7.88,2.0,25.18
21,1,0,24.94,29.86,29.22,25.82,312.44,32.88,3.24,1.0,31.96
21,1,0,25.18,24.94,29.86,29.22,265.11,46.42,3.76,1.0,26.82
21,1,0,31.96,25.18,24.94,29.86,304.88,37.07,5.33,1.0,29.22
21,1,0,26.82,31.96,25.18,24.94,258.42,49.94,4.67,1.0,28.84
22,1,0,29.22,26.82,31.96,25.18,243.45,29.28,3.92,1.0,23.8
22,1,0,28.84,29.22,26.82,31.96,82.42,34.97,4.98,1.0,27.9
22,1,0,23.8,28.84,29.22,26.82,269.82,28.94,1.92,1.0,25.5
22,1,0,27.9,23.8,28.84,29.22,315.15,52.92,6.29,1.0,24.86
23,1,0,25.5,27.9,23.8,28.84,309.4,47.3,3.29,1.0,26.18
23,1,0,24.86,25.5,27.9,23.8,193.52,36.92,2.92,1.0,26.32
23,1,0,26.18,24.86,25.5,27.9,332.24,39.53,4.53,1.0,27.88
23,1,0,26.32,26.18,24.86,25.5,290.87,28.15,3.55,1.0,27.32
0,2,0,27.88,26.32,26.18,24.86,307.92,31.68,3.9,1.0,28.28
0,2,0,27.32,27.88,26.32,26.18,311.88,33.33,6.1,1.0,26.08
0,2,0,28.28,27.32,27.88,26.32,173.48,31.68,6.67,1.0,27.9
0,2,0,26.08,28.28,27.32,27.88,173.68,31.02,4.29,1.0,24.36
1,2,0,27.9,26.08,28.28,27.32,305.23,43.7,6.79,3.0,26.62
1,2,0,24.36,27.9,26.08,28.28,305.7,13.04,2.98,3.0,26.64
1,2,0,26.62,24.36,27.9,26.08,148.91,51.97,3.45,3.0,25.0
1,2,0,26.64,26.62,24.36,27.9,332.4,45.85,4.29,3.0,27.56
2,2,0,25.0,26.64,26.62,24.36,275.49,37.19,2.9,3.0,27.34
2,2,0,27.56,25.0,26.64,26.62,162.92,30.14,4.63,3.0,23.28
2,2,0,27.34,27.56,25.0,26.64,258.41,47.13,2.98,3.0,26.84
2,2,0,23.28,27.34,27.56,25.0,316.04,5.56,1.47,3.0,25.22
3,2,0,26.84,23.28,27.34,27.56,214.63,28.96,5.1,1.0,24.92
3,2,0,25.22,26.84,23.28,27.34,331.53,31.34,3.8,1.0,24.06
3,2,0,24.92,25.22,26.84,23.28,152.01,52.3,4.02,1.0,26.04
3,2,0,24.06,24.92,25.22,26.84,294.2,31.68,2.35,1.0,42.54
4,2,0,26.04,24.06,24.92,25.22,300.06,39.44,4.69,3.0,26.1
5,2,0,42.54,26.04,24.06,24.92,171.85,40.24,6.16,3.0,27.3
5,2,0,26.1,42.54,26.04,24.06,295.49,47.84,4.45,3.0,24.36
5,2,0,27.3,26.1,42.54,26.04,313.55,44.54,4.49,3.0,32.0
6,2,0,24.36,27.3,26.1,42.54,289.08,42.79,2.39,3.0,24.62
6,2,0,32.0,24.36,27.3,26.1,341.22,39.74,14.29,3.0,25.26
6,2,0,24.62,32.0,24.36,27.3,250.26,40.69,3.12,3.0,36.48
6,2,0,25.26,24.62,32.0,24.36,317.82,35.27,2.84,3.0,25.0
7,2,0,36.48,25.26,24.62,32.0,202.98,23.61,3.08,2.0,26.36
7,2,0,25.0,36.48,25.26,24.62,270.24,37.36,3.61,2.0,35.78
7,2,0,26.36,25.0,36.48,25.26,301.35,31.39,4.65,2.0,24.0
7,2,0,35.78,26.36,25.0,36.48,264.93,14.8,5.02,2.0,25.76
8,2,0,24.0,35.78,26.36,25.0,341.17,32.96,3.02,1.0,26.22
8,2,0,25.76,24.0,35.78,26.36,279.13,35.12,3.39,1.0,27.08
8,2,0,26.22,25.76,24.0,35.78,277.28,31.31,4.39,1.0,33.48
8,2,0,27.08,26.22,25.76,24.0,354.79,25.92,3.67,1.0,28.58
9,2,0,33.48,27.08,26.22,25.76,311.65,35.06,12.84,1.0,26.56
9,2,0,28.58,33.48,27.08,26.22,326.15,42.15,5.2,1.0,24.4
9,2,0,26.56,28.58,33.48,27.08,306.68,43.86,5.04,1.0,26.58
9,2,0,24.4,26.56,28.58,33.48,330.75,28.49,3.55,1.0,33.42
10,2,0,26.58,24.4,26.56,28.58,173.84,13.91,4.49,0.0,26.06
10,2,0,33.42,26.58,24.4,26.56,299.84,25.63,4.65,0.0,32.08
10,2,0,26.06,33.42,26.58,24.4,300.12,37.04,4.98,0.0,30.52
10,2,0,32.08,26.06,33.42,26.58,338.36,48.62,14.37,0.0,29.5
11,2,0,30.52,32.08,26.06,33.42,247.79,26.36,4.29,3.0,25.1
11,2,0,29.5,30.52,32.08,26.06,255.88,45.22,8.27,3.0,26.62
11,2,0,25.1,29.5,30.52,32.08,307.48,30.79,3.2,3.0,26.04
11,2,0,26.62,25.1,29.5,30.52,181.46,31.96,5.06,3.0,30.18
12,2,0,26.04,26.62,25.1,29.5,302.78,33.37,5.18,3.0,28.08
12,2,0,30.18,26.04,26.62,25.1,99.1,37.0,6.51,3.0,23.92
12,2,0,28.08,30.18,26.04,26.62,284.49,32.91,4.45,3.0,30.12
12,2,0,23.92,28.08,30.18,26.04,300.51,43.07,2.29,3.0,33.84
13,2,0,30.12,23.92,28.08,30.18,274.91,35.72,7.43,2.0,29.5
13,2,0,33.84,30.12,23.92,28.08,271.66,32.5,4.86,2.0,24.56
13,2,0,29.5,33.84,30.12,23.92,171.86,22.69,5.39,2.0,27.24
13,2,0,24.56,29.5,33.84,30.12,304.51,40.34,2.65,3.0,23.98
14,2,0,27.24,24.56,29.5,33.84,288.45,50.99,5.73,3.0,23.96
14,2,0,23.98,27.24,24.56,29.5,296.66,40.02,3.41,3.0,25.98
14,2,0,23.96,23.98,27.24,24.56,85.46,25.58,2.76,3.0,29.62
14,2,0,25.98,23.96,23.98,27.24,318.65,50.38,4.71,3.0,25.94
15,2,0,29.62,25.98,23.96,23.98,229.33,40.41,8.14,3.0,33.34
15,2,0,25.94,29.62,25.98,23.96,308.72,55.4,4.1,3.0,25.34
15,2,0,33.34,25.94,29.62,25.98,291.9,27.47,5.67,3.0,32.9
15,2,0,25.34,33.34,25.94,29.62,386.68,30.09,4.37,3.0,24.82
16,2,0,32.9,25.34,33.34,25.94,265.02,41.07,6.41,2.0,30.12
16,2,0,24.82,32.9,25.34,33.34,174.65,22.48,3.41,2.0,25.59
16,2,0,30.12,24.82,32.9,25.34,203.92,28.2,5.71,2.0,24.74
16,2,0,25.59,30.12,24.82,32.9,295.84,22.225,3.25,2.0,32.32
17,2,0,24.74,25.59,30.12,24.82,286.17,16.25,3.14,3.0,34.0
17,2,0,32.32,24.74,25.59,30.12,358.01,43.41,5.47,3.0,27.52
17,2,0,34.0,32.32,24.74,25.59,132.34,42.89,7.94,3.0,23.6
17,2,0,27.52,34.0,32.32,24.74,112.76,26.53,6.27,3.0,25.08
18,2,0,23.6,27.52,34.0,32.32,128.78,33.61,2.49,3.0,26.74
18,2,0,25.08,23.6,27.52,34.0,232.41,36.4,2.71,3.0,35.94
18,2,0,26.74,25.08,23.6,27.52,97.37,20.68,4.35,3.0,30.34
18,2,0,35.94,26.74,25.08,23.6,210.83,37.69,5.91,3.0,23.6
19,2,0,30.34,35.94,26.74,25.08,345.29,44.19,7.18,2.0,26.08
19,2,0,23.6,30.34,35.94,26.74,275.48,29.73,1.92,2.0,25.84
19,2,0,26.08,23.6,30.34,35.94,144.47,42.7,5.33,2.0,27.34
19,2,0,25.84,26.08,23.6,30.34,84.34,20.46,5.37,2.0,29.38
20,2,0,27.34,25.84,26.08,23.6,287.11,39.32,3.82,3.0,27.38
20,2,0,29.38,27.34,25.84,26.08,166.06,53.03,6.12,3.0,25.26
20,2,0,27.38,29.38,27.34,25.84,305.33,30.48,5.82,3.0,26.28
20,2,0,25.26,27.38,29.38,27.34,202.88,38.87,4.27,3.0,25.22
21,2,0,26.28,25.26,27.38,29.38,234.9,12.33,4.47,3.0,27.66
21,2,0,25.22,26.28,25.26,27.38,154.38,31.13,4.65,3.0,29.92
21,2,0,27.66,25.22,26.28,25.26,295.02,18.22,6.59,3.0,28.06
21,2,0,29.92,27.66,25.22,26.28,251.76,33.4,5.04,3.0,25.3
22,2,0,28.06,29.92,27.66,25.22,270.91,30.86,4.53,3.0,25.44
22,2,0,25.3,28.06,29.92,27.66,199.24,42.98,5.04,3.0,24.16
22,2,0,25.44,25.3,28.06,29.92,269.76,28.63,3.73,3.0,25.8
22,2,0,24.16,25.44,25.3,28.06,117.87,42.43,2.84,3.0,26.18
23,2,0,25.8,24.16,25.44,25.3,161.9,50.26,4.55,2.0,25.78
23,2,0,26.18,25.8,24.16,25.44,285.12,27.99,3.14,2.0,29.28
23,2,0,25.78,26.18,25.8,24.16,128.51,37.21,3.2,2.0,26.28
23,2,0,29.28,25.78,26.18,25.8,149.96,35.75,7.41,2.0,24.9
0,3,0,26.28,29.28,25.78,26.18,143.28,40.78,4.59,2.0,23.4
0,3,0,24.9,26.28,29.28,25.78,227.48,39.52,3.57,2.0,26.54
0,3,0,23.4,24.9,26.28,29.28,287.39,52.24,2.41,2.0,28.92
0,3,0,26.54,23.4,24.9,26.28,300.42,31.37,5.08,2.0,24.72
1,3,0,28.92,26.54,23.4,24.9,273.54,30.09,4.84,2.0,24.88
1,3,0,24.72,28.92,26.54,23.4,311.43,30.57,3.47,2.0,24.02
1,3,0,24.88,24.72,28.92,26.54,283.73,29.84,2.76,2.0,50.32
1,3,0,24.02,24.88,24.72,28.92,379.41,31.72,2.9,3.0,25.2
2,3,0,50.32,24.02,24.88,24.72,187.59,47.68,9.06,3.0,26.22
2,3,0,25.2,50.32,24.02,24.88,150.91,39.5,3.49,3.0,23.58
2,3,0,26.22,25.2,50.32,24.02,287.37,29.7,6.57,3.0,27.26
2,3,0,23.58,26.22,25.2,50.32,150.72,48.99,2.59,3.0,25.0
3,3,0,27.26,23.58,26.22,25.2,284.39,34.03,4.22,2.0,26.56
3,3,0,25.0,27.26,23.58,26.22,301.38,36.27,2.9,2.0,25.46
3,3,0,26.56,25.0,27.26,23.58,306.04,20.49,4.65,2.0,40.0
3,3,0,25.46,26.56,25.0,27.26,335.49,25.14,4.53,2.0,25.72
4,3,0,40.0,25.46,26.56,25.0,206.11,50.27,4.33,2.0,25.34
4,3,0,25.72,40.0,25.46,26.56,267.36,48.5,3.9,2.0,26.54
4,3,0,25.34,25.72,40.0,25.46,315.77,50.94,3.88,2.0,26.2
4,3,0,26.54,25.34,25.72,40.0,197.81,50.9,4.18,2.0,25.12
5,3,0,26.2,26.54,25.34,25.72,134.38,23.97,5.27,2.0,24.6
5,3,0,25.12,26.2,26.54,25.34,115.95,30.51,3.96,2.0,32.64
5,3,0,24.6,25.12,26.2,26.54,139.57,55.15,3.06,2.0,32.36
5,3,0,32.64,24.6,25.12,26.2,329.16,28.74,5.73,2.0,32.44
6,3,0,32.36,32.64,24.6,25.12,139.09,43.27,7.88,1.0,27.56
6,3,0,32.44,32.36,32.64,24.6,270.18,23.69,6.55,1.0,26.86
6,3,0,27.56,32.44,32.36,32.64,267.45,32.69,4.98,1.0,28.34
6,3,0,26.86,27.56,32.44,32.36,234.85,39.0,4.39,1.0,28.34
7,3,0,28.34,26.86,27.56,32.44,307.27,33.04,4.49,1.0,27.32
7,3,0,28.34,28.34,26.86,27.56,176.1,41.96,4.24,1.0,28.32
7,3,0,27.32,28.34,28.34,26.86,264.22,37.69,4.39,1.0,26.38
7,3,0,28.32,27.32,28.34,28.34,143.37,36.77,4.43,1.0,29.56
8,3,0,26.38,28.32,27.32,28.34,304.41,30.85,4.55,1.0,28.18
8,3,0,29.56,26.38,28.32,27.32,270.03,36.25,5.9,1.0,26.5
8,3,0,28.18,29.56,26.38,28.32,354.8,41.78,6.06,1.0,29.64
8,3,0,26.5,28.18,29.56,26.38,310.47,36.11,5.51,1.0,25.84
9,3,0,29.64,26.5,28.18,29.56,292.21,36.19,5.84,1.0,25.14
9,3,0,25.84,29.64,26.5,28.18,148.92,47.57,3.08,1.0,30.88
9,3,0,25.14,25.84,29.64,26.5,371.63,31.69,3.92,1.0,25.12
9,3,0,30.88,25.14,25.84,29.64,170.9,52.57,5.94,1.0,24.88
10,3,0,25.12,30.88,25.14,25.84,317.37,50.97,3.24,2.0,24.64
10,3,0,24.88,25.12,30.88,25.14,334.83,28.32,4.27,2.0,27.92
10,3,0,24.64,24.88,25.12,30.88,292.58,13.42,4.2,2.0,25.54
10,3,0,27.92,24.64,24.88,25.12,179.74,44.09,6.71,2.0,26.16
11,3,0,25.54,27.92,24.64,24.88,330.72,48.48,3.37,1.0,26.04
11,3,0,26.16,25.54,27.92,24.64,315.83,57.3,5.06,1.0,29.08
11,3,0,26.04,26.16,25.54,27.92,128.12,30.51,5.2,1.0,29.26
11,3,0,29.08,26.04,26.16,25.54,192.67,35.71,7.14,1.0,27.04
12,3,0,29.26,29.08,26.04,26.16,283.69,52.53,7.31,1.0,27.58
12,3,0,27.04,29.26,29.08,26.04,101.1,33.44,5.61,1.0,28.94
12,3,0,27.58,27.04,29.26,29.08,290.78,25.84,5.88,1.0,24.86
12,3,0,28.94,27.58,27.04,29.26,318.2,34.88,6.65,1.0,27.9
13,3,0,24.86,28.94,27.58,27.04,125.33,30.04,2.63,0.0,26.9
13,3,0,27.9,24.86,28.94,27.58,283.0,39.47,5.94,0.0,27.52
13,3,0,26.9,27.9,24.86,28.94,239.41,40.34,5.67,0.0,34.42
13,3,0,27.52,26.9,27.9,24.86,69.38,37.27,5.24,0.0,27.7
14,3,0,34.42,27.52,26.9,27.9,129.8,27.44,6.88,0.0,24.62
14,3,0,27.7,34.42,27.52,26.9,258.28,19.79,4.9,0.0,28.48
14,3,0,24.62,27.7,34.42,27.52,151.65,33.46,3.94,0.0,28.36
14,3,0,28.48,24.62,27.7,34.42,308.05,34.95,7.92,0.0,32.5
15,3,0,28.36,28.48,24.62,27.7,141.69,20.38,5.43,0.0,29.52
15,3,0,32.5,28.36,28.48,24.62,125.97,33.9,6.71,0.0,24.7
15,3,0,29.52,32.5,28.36,28.48,125.78,25.15,6.14,0.0,26.86
15,3,0,24.7,29.52,32.5,28.36,311.3,49.04,3.39,0.0,27.02
16,3,0,26.86,24.7,29.52,32.5,327.49,45.28,6.41,0.0,25.26
16,3,0,27.02,26.86,24.7,29.52,235.1,35.46,5.12,0.0,25.72
16,3,0,25.26,27.02,26.86,24.7,110.08,31.28,4.82,0.0,26.2
16,3,0,25.72,25.26,27.02,26.86,325.58,36.1,4.82,0.0,29.9
17,3,0,26.2,25.72,25.26,27.02,228.11,25.77,3.82,0.0,29.94
17,3,0,29.9,26.2,25.72,25.26,270.67,22.8,7.98,0.0,39.92
17,3,0,29.94,29.9,26.2,25.72,214.3,31.92,5.04,0.0,27.2
17,3,0,39.92,29.94,29.9,26.2,111.35,30.36,7.24,0.0,30.76
18,3,0,27.2,39.92,29.94,29.9,311.65,43.46,5.82,3.0,26.9
18,3,0,30.76,27.2,39.92,29.94,110.63,28.62,6.78,3.0,29.98
18,3,0,26.9,30.76,27.2,39.92,108.31,29.77,4.14,3.0,25.92
18,3,0,29.98,26.9,30.76,27.2,336.07,36.04,8.55,3.0,26.18
19,3,0,25.92,29.98,26.9,30.76,281.44,34.24,4.73,2.0,27.12
19,3,0,26.18,25.92,29.98,26.9,142.35,42.0,3.57,2.0,32.0
19,3,0,27.12,26.18,25.92,29.98,194.77,38.48,5.06,2.0,24.7
19,3,0,32.0,27.12,26.18,25.92,155.16,50.32,7.22,2.0,25.3
20,3,0,24.7,32.0,27.12,26.18,157.3,34.56,3.8,1.0,27.02
20,3,0,25.3,24.7,32.0,27.12,276.16,36.01,3.61,2.0,25.26
20,3,0,27.02,25.3,24.7,32.0,391.98,46.76,6.41,2.0,37.0
20,3,0,25.26,27.02,25.3,24.7,295.75,14.18,2.67,2.0,25.2
21,3,0,37.0,25.26,27.02,25.3,313.26,36.58,7.31,1.0,27.0
21,3,0,25.2,37.0,25.26,27.02,137.58,32.98,3.1,1.0,25.2
21,3,0,27.0,25.2,37.0,25.26,303.8,39.68,6.59,1.0,28.52
21,3,0,25.2,27.0,25.2,37.0,341.55,51.21,4.02,1.0,35.7
22,3,0,28.52,25.2,27.0,25.2,337.66,33.29,4.71,2.0,36.6
22,3,0,35.7,28.52,25.2,27.0,171.51,50.59,9.37,2.0,30.7
22,3,0,36.6,35.7,28.52,25.2,304.72,42.35,4.73,2.0,27.92
22,3,0,30.7,36.6,35.7,28.52,146.71,51.62,6.33,2.0,28.16
23,3,0,27.92,30.7,36.6,35.7,122.02,49.83,5.33,2.0,26.26
23,3,0,28.16,27.92,30.7,36.6,143.24,31.7,4.08,2.0,26.34
23,3,0,26.26,28.16,27.92,30.7,330.51,14.33,3.49,2.0,30.9
23,3,0,26.34,26.26,28.16,27.92,105.22,26.96,5.73,2.0,29.76
0,4,0,30.9,26.34,26.26,28.16,233.83,9.49,6.96,2.0,26.6
0,4,0,29.76,30.9,26.34,26.26,132.56,19.98,6.06,2.0,27.74
0,4,0,26.6,29.76,30.9,26.34,292.3,50.58,4.57,2.0,31.52
0,4,0,27.74,26.6,29.76,30.9,355.15,46.11,5.18,2.0,26.68
1,4,0,31.52,27.74,26.6,29.76,236.08,42.85,6.37,2.0,27.62
1,4,0,26.68,31.52,27.74,26.6,181.54,35.51,4.1,2.0,24.34
1,4,0,27.62,26.68,31.52,27.74,304.94,40.35,5.61,2.0,25.48
1,4,0,24.34,27.62,26.68,31.52,144.8,24.58,3.45,2.0,25.12
2,4,0,25.48,24.34,27.62,26.68,340.76,19.54,4.94,2.0,27.56
2,4,0,25.12,25.48,24.34,27.62,269.37,22.99,4.02,2.0,35.6
2,4,0,27.56,25.12,25.48,24.34,215.5,24.52,4.86,2.0,26.24
2,4,0,35.6,27.56,25.12,25.48,314.03,32.36,6.8,2.0,25.8
3,4,0,26.24,35.6,27.56,25.12,266.35,34.77,3.8,2.0,29.5
3,4,0,25.8,26.24,35.6,27.56,331.73,38.85,3.98,2.0,37.22
3,4,0,29.5,25.8,26.24,35.6,261.72,31.81,5.51,2.0,28.92
3,4,0,37.22,29.5,25.8,26.24,280.2,22.82,8.45,2.0,25.62
4,4,0,28.92,37.22,29.5,25.8,111.96,39.45,4.24,3.0,26.64
4,4,0,25.62,28.92,37.22,29.5,146.15,52.81,3.35,3.0,49.24
4,4,0,26.64,25.62,28.92,37.22,117.24,26.56,5.24,3.0,29.4
5,4,0,49.24,26.64,25.62,28.92,296.19,22.35,6.55,3.0,31.04
5,4,0,29.4,49.24,26.64,25.62,284.3,45.71,7.08,3.0,26.8
5,4,0,31.04,29.4,49.24,26.64,225.95,23.75,6.24,3.0,32.7
5,4,0,26.8,31.04,29.4,49.24,334.8,48.45,3.12,3.0,29.68
6,4,0,32.7,26.8,31.04,29.4,217.63,32.65,9.16,3.0,97.29
6,4,0,29.68,32.7,26.8,31.04,101.13,23.59,6.88,3.0,124.9
6,4,0,97.29,29.68,32.7,26.8,298.39,29.62,5.04,3.0,44.48
6,4,0,124.9,97.29,29.68,32.7,324.98,29.97,4.24,3.0,27.66
7,4,0,44.48,124.9,97.29,29.68,296.43,44.47,6.12,3.0,26.3
7,4,0,27.66,44.48,124.9,97.29,304.02,33.03,5.94,3.0,36.62
7,4,0,26.3,27.66,44.48,124.9,309.93,29.3,2.14,3.0,27.46
7,4,0,36.62,26.3,27.66,44.48,295.23,31.23,4.84,3.0,26.88
8,4,0,27.46,36.62,26.3,27.66,234.57,25.25,6.39,3.0,29.94
8,4,0,26.88,27.46,36.62,26.3,281.6,34.22,4.98,3.0,27.58
8,4,0,29.94,26.88,27.46,36.62,339.17,44.38,7.27,3.0,30.42
8,4,0,27.58,29.94,26.88,27.46,187.19,35.76,4.9,3.0,28.9
9,4,0,30.42,27.58,29.94,26.88,257.74,32.78,5.16,80.0,28.14
9,4,0,28.9,30.42,27.58,29.94,170.48,36.42,5.08,80.0,24.64
